Protein	Protein(Ensembl)	Gene_Id	Source ID	ratio	EsExp	Es	Fluxes	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P15180	YDR037W	CENPK1137D_3858	fluxes_kapp_Gecko_Lahtvee2017_EtOH60	0.623155912602571	3.046324049477E-07	1.898334843135E-07	0.035376462	34.5833324043931	0.360200193781168	0.4432	0.2909	0.3981	0.1832	0.422	0.468	0.684	37.52	0.355	0.407	569	591	-0.601692	0.087986	0.749	0.8054388688457	1.93174307769712	2.12552615532126	0.059911785859433	0.600343053173242	0.751135306726271	0.38883809933033	0.434381202512539	0.204364082476739	0.374523717312716	0.308046668605279	37.5191933219004	49.1549856091736	51.340598553912	0.266730208521075	-0.1506	0.0799
P08524	YJL167W	CENPK1137D_1466	fluxes_kapp_Gecko_Lahtvee2017_EtOH60	0.626970579770775	5.64437705130334E-06	3.53885835230051E-06	0.00676031702848477	31.8275110085556	0.401124814597781	0.3295	0.4023	0.3385	0.2692	0.373	0.452	0.68	40.36	0.493	0.419	341	352	-0.32017	0.113636	0.694	0.748359419674388	2.0513773193213	1.71706433629746	-0.01427069526435	0.445086705202312	0.757029491481804	0.369034737954628	0.454566167717033	0.264734499522146	0.355676208575251	0.415761994968867	40.3580626576899	50.5314414484098	48.2676386138727	0.240147240738038	-0.0652	0.0892
P52910	YLR153C	CENPK1137D_541	fluxes_kapp_Gecko_Yu2021_Gln_glc2	0.627142798482443	0.000001104179172	6.92478015954107E-07	0.122821868403744	33.0167793812515	0.337506784272122	0.4813	0.2692	0.3528	0.121	0.371	0.421	0.654	38.12	0.316	0.423	659	683	-0.261347	0.093704	0.723	0.769494571605397	1.65390190998204	1.42588388545568	0.020319788473037	0.63568215892054	0.750310374484551	0.453660746115651	0.397453732316036	0.278742004429778	0.305844314993593	0.359779085271616	38.1172106710422	50.7986541662705	49.6636044676901	0.261091148618913	-0.2014	0.0498
P32288	YPR035W	CENPK1137D_1737	fluxes_kapp_Gecko_Yu2021_N30_005	0.630917849140453	0.0000002674174977	1.68718472471406E-07	0.0939864419999983	36.5897524950191	0.373205782021086	0.3883	0.3711	0.3678	0.1435	0.531	0.628	0.778	33.43	0.405	0.446	351	370	-0.573784	0.110811	0.784	0.866151262259474	1.78011919032894	1.56438168577065	0.188565671496719	0.663934426229508	0.95756585639222	0.537922326546727	0.622472461704792	0.397903189078917	0.557221958474032	0.295578771860797	33.4289157269468	44.8835563282014	50.5328036173442	0.40112767240614	-0.0469	0.1029
P14020	YPR183W	CENPK1137D_1875	fluxes_kapp_Gecko_Yu2021_Gln_glc1	0.63120808333218	0.0000003308836749	2.08856450239537E-07	0.061766245	25.8600477069707	0.340609238647328	0.2558	0.5209	0.2132	0.2667	0.217	0.308	0.584	42.98	0.623	0.501	257	267	-0.029588	0.11985	0.538	0.75080682977885	1.31265085738603	1.17018323430938	-0.213280859407182	0.517241379310345	0.945719144057704	0.720465109771062	0.626384892931009	0.535287871647458	0.606021010758754	1.02045385703764	42.9789088573365	43.0805334081149	41.8559211535968	0.239181143314666	-0.1521	0.0502
P30902	YKL016C	CENPK1137D_990	fluxes_kapp_Gecko_Yu2021_Ile_std	0.63198708611085	0.000004126015412	2.60758845747834E-06	7.17224357676296	34.5606932358527	0.360160267948384	0.371	0.2984	0.3869	0.25	0.224	0.205	0.536	53.69	0.411	0.4	168	174	-0.64023	0.063218	0.599	0.673944658112172	1.77153827595371	0.797982250975824	-0.251581863509385	0.402366863905325	0.517992370334629	0.292396939634717	0.350212728817268	0.438872830052304	0.115287171083797	0.351172161144532	53.6883409064324	61	51.4248328320774	0.160345836389332	-0.0577	0.0389
P00498	YER055C	CENPK1137D_3459	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.632359674368874	0.0000007849746251	4.96386298316065E-07	0.0081951804	30.6135443890909	0.293146833916632	0.465	0.2181	0.35	0.1843	0.192	0.203	0.524	48.79	0.321	0.41	290	297	0.09697	0.053872	0.569	0.669594345252615	1.11652643207949	0.549532585729232	-0.342252844056725	0.417543859649123	0.520015057525831	0.465743615721951	0.252099571840089	0.458752726201945	0.114842800636094	0.423398147810685	48.790809691696	61	44.7494986238798	0.163827780386788	-0.0686	0.032
P40825	YOR335C	CENPK1137D_2351	fluxes_kapp_Gecko_Yu2021_N30_005	0.635315522988753	0.0000000518458587	3.29384788347915E-08	0.05671116	32.0040384404418	0.337091987158168	0.5114	0.2725	0.3244	0.1954	0.378	0.397	0.646	38.95	0.351	0.399	940	958	-0.480063	0.100209	0.728	0.757225120330566	1.88592213013837	1.7503767930588	-0.003659982596422	0.621707060063224	0.691363122455599	0.366591552963469	0.376028254914473	0.214827034045258	0.347174259655066	0.320024277913715	38.9521933369971	51.1459044460743	51.7975374601578	0.220084655931206	-0.2523	0.065
P13188	YOR168W	CENPK1137D_2187	fluxes_kapp_Gecko_Yu2020_Clim	0.640831225828474	1.55799559955781E-06	0.0000009984122299	0.026056404	30.2120506748647	0.321906737562735	0.4943	0.2179	0.3907	0.2011	0.269	0.277	0.578	40.98	0.314	0.378	784	809	-0.659333	0.100124	0.663	0.705363205019304	1.34899663461975	0.751788483902549	-0.204474639840167	0.48306148055207	0.571331524765012	0.423523313626395	0.253271925368605	0.336892531332571	0.158606920322093	0.482005159945517	40.9759019975197	56.9037714663652	48.7057550688192	0.177884284011774	-0.0838	0.0669
P08566	YDR127W	CENPK1137D_3951	fluxes_kapp_Gecko_Lahtvee2017_Osmo06	0.642372487452568	1.11456335912336E-06	7.15964837423563E-07	0.052569495	36.0388790394748	0.31023712436837	0.4749	0.2276	0.3604	0.1839	0.217	0.213	0.534	44.67	0.321	0.402	1540	1588	-0.1216	0.077456	0.609	0.669577691277683	1.27144362661007	0.55376007318122	-0.270441156025621	0.401417525773196	0.559073362421713	0.439715415391492	0.203158902022183	0.366871704662785	0.126219462105037	0.572477678096914	44.6670436618726	57.013991429148	47.4575051880911	0.130120650554915	-0.1309	0.038
P29509	YDR353W	CENPK1137D_4179	fluxes_kapp_Gecko_Yu2020_Clim	0.642789794044998	9.5940601091471E-08	6.166963921614E-08	0.0165416526	33.0992440064698	0.369478951772066	0.4048	0.3294	0.315	0.1853	0.315	0.403	0.643	42.89	0.409	0.457	308	319	-0.158307	0.068966	0.65	0.705648483694116	1.61541318507938	1.29395553656494	-0.089962937065393	0.345047923322684	0.656347631697036	0.406303252789646	0.395934013743884	0.305987340797635	0.23831744533123	0.278691376197478	42.8887059969122	56.0568190617726	54.4972490257405	0.214138189530015	-0.1332	0.0655
P16862	YMR205C	CENPK1137D_242	fluxes_kapp_Gecko_Yu2020_Clim	0.647047164602942	2.10797946118849E-06	1.36396213340325E-06	0.957223670804311	34.0340425393688	0.378943330681995	0.486	0.2805	0.2992	0.1443	0.512	0.594	0.754	34.05	0.346	0.432	925	959	-0.229718	0.072993	0.785	0.812227409871893	2.26176788852166	1.82412524422441	0.186255277807136	0.670526315789474	0.934670842473307	0.413247905418017	0.564790648185878	0.309622735595669	0.590516875116338	0.415673393008997	34.0485312967174	44.8560684410394	48.7657412491059	0.343392408411532	-0.2047	0.0922
P32473	YBR221C	CENPK1137D_4776	fluxes_kapp_Gecko_Lahtvee2017_EtOH40	0.647861775899783	4.86046187780176E-06	3.14890746384584E-06	0.107852255991764	34.7036779052519	0.355535496950618	0.4564	0.2517	0.3288	0.1838	0.343	0.417	0.647	40.73	0.35	0.433	357	366	-0.068579	0.090164	0.699	0.721905795938243	2.12418450592217	1.36159143394812	-0.037976300143678	0.477900552486188	0.720747816727283	0.339305655755353	0.417682935141463	0.306760842296382	0.229865459453962	0.234549165176428	40.7274097104314	52.1595812201969	54.006017716219	0.264264778895295	-0.1814	0.0541
P05150	YJL088W	CENPK1137D_1214	fluxes_kapp_Gecko_Yu2021_N30_010	0.649109630245797	4.487737523E-08	2.91303364419472E-08	0.01805796	40.9003424478139	0.267596535945747	0.4556	0.2519	0.4351	0.1564	0.201	0.113	0.491	44.25	0.308	0.365	328	338	-0.149113	0.085799	0.608	0.726603384783399	1.05108351688362	0.632369149311058	-0.360969318101885	0.515151515151515	0.569560746735978	0.541879629531894	0.310216342851555	0.49056210789145	0.149008406127369	0.609006387471903	44.2477804119453	57.9603284338206	42.7821195384736	0.180146901599915	-0.1514	-0.0167
P53315	YGR248W	CENPK1137D_3215	fluxes_kapp_Gecko_Yu2020_CN50	0.651516224535147	7.07817316993822E-08	4.61154466028412E-08	1.18194137747356	31.5064002183953	0.306190990417821	0.3015	0.3467	0.3925	0.2515	0.124	0.077	0.453	55.33	0.457	0.441	245	255	-0.069412	0.094118	0.479	0.701262565414268	0.808879530995997	0.7122576248014	-0.574113817719325	0.387755102040816	0.625536759580485	0.773337358172785	0.385030447105484	0.540577501311893	0.306845609949508	1.00077634736571	55.3280952778593	55.1008247667421	30.862558593381	0.134488097935544	0.1275	0.0395
P16387	YER178W	CENPK1137D_3593	fluxes_kapp_Gecko_Yu2020_CN30	0.654630653991404	1.35903420446077E-06	8.89665450062841E-07	0.517627573712726	27.9893000749521	0.319068811179858	0.4502	0.3202	0.2816	0.1892	0.296	0.348	0.603	44.88	0.405	0.453	400	420	-0.296905	0.095238	0.653	0.715938343656143	1.64191326589814	1.04801881658094	-0.085671936163828	0.329297820823245	0.711210321730087	0.433159495389697	0.38019884772244	0.362778646439575	0.238309436872407	0.454794220283064	44.8819326203415	53.9384635106088	47.4554759313156	0.199271834291282	-0.2802	0.0286
P11986	YJL153C	CENPK1137D_1481	fluxes_kapp_Gecko_Yu2020_Clim	0.655736139811047	1.14865484924118E-06	7.53214496816652E-07	0.00155052058705429	36.6752241214092	0.317703982543245	0.3794	0.3255	0.2931	0.2885	0.175	0.192	0.523	53.35	0.467	0.428	518	533	-0.273921	0.084428	0.54	0.648777734293283	1.05132512857965	0.602436629118203	-0.423401133441138	0.298850574712644	0.560642347910814	0.533272089356644	0.253643030354459	0.421028566482953	0.195748659919055	0.971990093222967	53.3482200626219	56.2489018818519	34.6141400440875	0.07348740956862	-0.1007	0.0407
P05375	YJR073C	CENPK1137D_1366	fluxes_kapp_Gecko_Lahtvee2017_REF	0.655925389963041	1.56596086053462E-07	1.02715348811303E-07	0.00154166651635544	32.3370493465646	0.308488426857767	0.3106	0.4224	0.1544	0.3704	0.173	0.264	0.56	48.15	0.618	0.489	191	206	0.220874	0.121359	0.519	0.732669309999652	1.16539995887171	1.0871805441664	-0.385445603936329	0.475490196078431	0.845899872241642	0.725845119353364	0.591276429530252	0.543862224818985	0.506020360573786	0.78864498364845	48.1456005047623	45.5894350400156	38.1317537791018	0.203847179361328	-0.2001	0.0246
P16387	YER178W	CENPK1137D_3593	fluxes_kapp_Gecko_Yu2021_std_010	0.65637283439238	0.000001718357146	1.12788295041842E-06	0.25849183364474	27.9893000749521	0.319068811179858	0.4502	0.3202	0.2816	0.1892	0.296	0.348	0.603	44.88	0.405	0.453	400	420	-0.296905	0.095238	0.653	0.715938343656143	1.64191326589814	1.04801881658094	-0.085671936163828	0.329297820823245	0.711210321730087	0.433159495389697	0.38019884772244	0.362778646439575	0.238309436872407	0.454794220283064	44.8819326203415	53.9384635106088	47.4554759313156	0.199271834291282	-0.2802	0.0286
P07244	YGL234W	CENPK1137D_3001	fluxes_kapp_Gecko_Lahtvee2017_EtOH20	0.657023640362025	1.1729738648514E-06	7.70671558734181E-07	0.0101192058000001	33.2281370520079	0.308506695244483	0.4343	0.2821	0.3145	0.1834	0.258	0.328	0.597	43.83	0.376	0.449	779	802	0.005611	0.067332	0.618	0.678797457757302	1.4919868977383	1.10738255316324	-0.188230795811516	0.466155810983397	0.611173317153813	0.409637187887032	0.309340154954393	0.279343533154609	0.215283546635244	0.401094191093252	43.8319096773368	55.4430340790707	48.3209127201286	0.15780220572065	-0.1854	0.0246
P12695	YNL071W	CENPK1137D_2608	fluxes_kapp_Gecko_Lahtvee2017_Osmo04	0.657340132088622	3.42170142287896E-06	2.24922166528308E-06	0.25873434300592	40.9924376019812	0.365330793641188	0.4011	0.2929	0.3	0.239	0.244	0.317	0.591	49.32	0.421	0.454	470	482	-0.258299	0.049793	0.601	0.620432188254084	1.85203956188101	0.829687177228611	-0.217272677451189	0.252631578947368	0.571640249763596	0.308654448603146	0.300869811414394	0.36263042225069	0.180841432577613	0.460841090823379	49.3154932382632	59.2636569693207	53.3934993009745	0.131246047042064	-0.1313	0.057
P00127	YFR033C	CENPK1137D_3419	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.657681126802117	1.36852641051571E-05	9.00053991726428E-06	4.87864631256375	35.4543250889137	0.364031961842785	0.3846	0.3187	0.4216	0.37	0.211	0.124	0.507	46.75	0.458	0.465	144	147	-1.378912	0.061224	0.576	0.775323941665469	0.854450553489456	0.887562661092132	-0.375843670504867	0.354166666666667	0.582589823845309	0.68182976939519	0.370941240685759	0.417932453613271	0.22469911405373	0.66652829718548	46.7530367228525	60.1545372446072	43.3618219081354	0.153856154117436	0.0443	0.0291
P07143	YOR065W	CENPK1137D_2085	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.657681126802117	1.36852641051571E-05	9.00053991726428E-06	4.87864631256375	38.5033265093932	0.320467754969923	0.4308	0.2806	0.3476	0.1614	0.304	0.37	0.609	41.27	0.36	0.455	297	309	-0.396116	0.10356	0.667	0.734682083657323	1.70098408903244	1.08431723367265	-0.096401485592758	0.473856209150327	0.672644378904232	0.395444250914098	0.403949888485509	0.372538474849567	0.256254890709495	0.313921130206827	41.2730060753975	53.3129311657892	53.8703716381104	0.232220684581402	-0.1369	0.0565
P18408	YPR167C	CENPK1137D_1859	fluxes_kapp_Gecko_Yu2021_N30_005	0.66014389794823	0.0000002136614803	1.41047322446631E-07	0.0070828263	30.7363085048846	0.296552270201813	0.3918	0.2577	0.4309	0.2738	0.162	0.067	0.462	53.44	0.379	0.398	253	261	-0.595785	0.114943	0.548	0.682897714216537	0.892738361795314	0.523767431963667	-0.479386755830262	0.292490118577075	0.476449167384084	0.533694067347947	0.243407295081266	0.464723998146855	0.122285928546422	0.679016951778898	53.4411927684832	61	40.3788711162787	0.103066377011956	-0.0198	0.0064
P38708	YHR020W	CENPK1137D_5413	fluxes_kapp_Gecko_Lahtvee2017_Osmo04	0.661707336906047	1.81589552548564E-06	1.20159139226871E-06	0.020358162	33.5645007159942	0.377226307778512	0.4272	0.3107	0.3244	0.2305	0.355	0.42	0.659	39.72	0.411	0.434	662	688	-0.39375	0.094477	0.696	0.737757567143401	1.65487426123483	1.37200613513467	-0.027588339208769	0.450662739322533	0.771015749578849	0.465905940795487	0.4118722558021	0.300197094790448	0.340686626660162	0.414151900172752	39.7154338031322	48.4102436781064	47.5268497182864	0.222142210661449	-0.1589	0.07
P32377	YNR043W	CENPK1137D_2722	fluxes_kapp_Gecko_Yu2021_N30_030	0.661896610317533	0.000005926302385	3.92259946034821E-06	0.0583845561550958	30.1210470549027	0.322613644980748	0.373	0.2926	0.3846	0.2036	0.2	0.237	0.544	50.42	0.391	0.434	379	396	-0.284344	0.093434	0.575	0.649320295062266	1.34253919305458	0.683601058101139	-0.331347622949688	0.341025641025641	0.537977999197779	0.400716792463807	0.276878319957514	0.405029098004336	0.166467391405205	0.517954707582144	50.4211984153317	59.2506145260608	44.4781357500415	0.129109728589097	-0.073	0.041
P09436	YBL076C	CENPK1137D_4743	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.662002218246706	0.0000000731869122	4.84498982230269E-08	0.023819202	43.0182776494002	0.344174000515506	0.4641	0.2763	0.353	0.1938	0.342	0.352	0.62	39.51	0.358	0.389	1032	1072	-0.340392	0.113806	0.706	0.738742641771681	1.60658850091121	1.22711126784602	-0.053936086593922	0.540566037735849	0.663672639881504	0.413094354593656	0.325679248612536	0.265403192967341	0.297976191844983	0.436818948858478	39.5118704680237	51.6352696999326	49.7517732159613	0.190690283897539	-0.1637	0.0624
P00427	YHR051W	CENPK1137D_5449	fluxes_kapp_Gecko_Yu2021_N30_030	0.662758571356218	0.000005910677433	3.91735213124252E-06	8.06088446391933	28.7632297689706	0.339894785303635	0.4237	0.2203	0.4054	0.2453	0.254	0.251	0.544	44.08	0.354	0.39	147	148	-0.576351	0.114865	0.646	0.761923483877466	1.38887916888604	0.874184632740773	-0.235820764964584	0.493150684931507	0.581028663248367	0.418343565275291	0.371521294564515	0.424991793094908	0.114733368171817	0.270836714043753	44.0811979450775	61	51.0436665854739	0.282740598164923	0.0278	0.0707
P08566	YDR127W	CENPK1137D_3951	fluxes_kapp_Gecko_Yu2021_N30_030	0.664249703566342	0.000002414057314	1.60353685521666E-06	0.271410777255394	36.0388790394748	0.31023712436837	0.4749	0.2276	0.3604	0.1839	0.217	0.213	0.534	44.67	0.321	0.402	1540	1588	-0.1216	0.077456	0.609	0.669577691277683	1.27144362661007	0.55376007318122	-0.270441156025621	0.401417525773196	0.559073362421713	0.439715415391492	0.203158902022183	0.366871704662785	0.126219462105037	0.572477678096914	44.6670436618726	57.013991429148	47.4575051880911	0.130120650554915	-0.1309	0.038
P00127	YFR033C	CENPK1137D_3419	fluxes_kapp_Gecko_Yu2021_Gln_glc1	0.664584922064307	1.97292956037714E-05	1.31117923812161E-05	4.84031301478942	35.4543250889137	0.364031961842785	0.3846	0.3187	0.4216	0.37	0.211	0.124	0.507	46.75	0.458	0.465	144	147	-1.378912	0.061224	0.576	0.775323941665469	0.854450553489456	0.887562661092132	-0.375843670504867	0.354166666666667	0.582589823845309	0.68182976939519	0.370941240685759	0.417932453613271	0.22469911405373	0.66652829718548	46.7530367228525	60.1545372446072	43.3618219081354	0.153856154117436	0.0443	0.0291
P32861	YKL035W	CENPK1137D_970	fluxes_kapp_Gecko_Yu2021_std_010	0.671544010367811	0.0000009054618396	0.000000608057475	0.135652572	41.6790400828008	0.363314925195669	0.3844	0.326	0.3003	0.2507	0.33	0.41	0.648	43.43	0.448	0.415	489	499	-0.298597	0.07014	0.671	0.703129615828407	2.30882195316585	1.37117771526164	-0.070945670837235	0.564777327935223	0.669312154020952	0.289893360162828	0.388085472928004	0.283030761518722	0.282155066132742	0.389023779701724	43.4332397325872	53.6737192356649	54.5397107325196	0.181113908366164	-0.1155	0.0626
P07245	YGR204W	CENPK1137D_3170	fluxes_kapp_Gecko_Yu2021_Phe_N30	0.6730438230042	3.69459664031929E-07	2.48662544725897E-07	0.026795398257642	30.7480059882217	0.365641874571224	0.3673	0.3608	0.2861	0.216	0.277	0.384	0.631	44.85	0.461	0.469	925	946	-0.124313	0.05814	0.614	0.668823712847287	1.54338976722172	1.27758655613741	-0.153910011549579	0.378494623655914	0.687756125444922	0.445614024435942	0.370768556821269	0.29021012708699	0.369437115021848	0.525406132208126	44.845979273546	51.5162549318533	44.9728964178247	0.156313206840303	-0.1561	0.0507
P28272	YKL216W	CENPK1137D_1174	fluxes_kapp_Gecko_Yu2020_CN115	0.67316737398513	1.0413985070147E-06	7.0103549823912E-07	0.0212391234	39.1997546841585	0.287785397723378	0.468	0.26	0.3562	0.1952	0.225	0.209	0.533	44.48	0.346	0.387	306	314	-0.188217	0.101911	0.62	0.701770290715068	1.23813295257229	0.839584896449686	-0.227328307098759	0.451298701298701	0.604186924363968	0.48798226645106	0.325338275972499	0.387498962104062	0.236337476522123	0.461594893986577	44.4828799500783	52.2221618158989	45.3799784643856	0.179605115871717	-0.1296	0.0331
P16387	YER178W	CENPK1137D_3593	fluxes_kapp_Gecko_Lahtvee2017_Osmo02	0.674397854698948	4.53403019591566E-06	3.05774023726577E-06	0.258812876056363	27.9893000749521	0.319068811179858	0.4502	0.3202	0.2816	0.1892	0.296	0.348	0.603	44.88	0.405	0.453	400	420	-0.296905	0.095238	0.653	0.715938343656143	1.64191326589814	1.04801881658094	-0.085671936163828	0.329297820823245	0.711210321730087	0.433159495389697	0.38019884772244	0.362778646439575	0.238309436872407	0.454794220283064	44.8819326203415	53.9384635106088	47.4554759313156	0.199271834291282	-0.2802	0.0286
P10869	YER052C	CENPK1137D_3456	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.674600334522118	0.0000002235503959	1.50807171856692E-07	0.0537258348	34.0357117415941	0.303147371762646	0.5	0.2347	0.3432	0.1758	0.258	0.262	0.566	44.05	0.318	0.393	516	527	-0.102657	0.066414	0.633	0.696566269568936	1.49670800799253	0.732191299166289	-0.194562846741161	0.461240310077519	0.586041237881539	0.391553485885047	0.26746128403156	0.365288804081809	0.203753187474399	0.50177060171512	44.0498043795051	54.6461317080712	47.4901956319257	0.190313586111626	-0.1964	0.0349
P37254	YNR033W	CENPK1137D_2711	fluxes_kapp_Gecko_Yu2020_Clim	0.674772664840298	1.45850336162105E-07	9.84158199999569E-08	1.25531999999977E-05	34.2067602604448	0.27024646844111	0.3994	0.2646	0.3502	0.2827	0.136	0.081	0.462	56.39	0.41	0.418	757	787	-0.266328	0.092757	0.498	0.626603546197421	0.752157224373802	0.393028217752773	-0.562958279710485	0.290364583333333	0.518411084194851	0.68923234052089	0.201166761962256	0.511837961947039	0.113605370247378	1.30854105753463	56.3863227414918	60.3597472523763	32.7093828554699	0.050007704559187	-0.023	0.0184
P52910	YLR153C	CENPK1137D_541	fluxes_kapp_Gecko_Yu2021_Phe_N30	0.675597842554038	0.000001732906912	1.17074817109418E-06	0.122822419902315	33.0167793812515	0.337506784272122	0.4813	0.2692	0.3528	0.121	0.371	0.421	0.654	38.12	0.316	0.423	659	683	-0.261347	0.093704	0.723	0.769494571605397	1.65390190998204	1.42588388545568	0.020319788473037	0.63568215892054	0.750310374484551	0.453660746115651	0.397453732316036	0.278742004429778	0.305844314993593	0.359779085271616	38.1172106710422	50.7986541662705	49.6636044676901	0.261091148618913	-0.2014	0.0498
P00427	YHR051W	CENPK1137D_5449	fluxes_kapp_Gecko_Yu2021_Gln_glc1	0.675666300210839	0.000006155916435	4.15934528204355E-06	9.68062602957884	28.7632297689706	0.339894785303635	0.4237	0.2203	0.4054	0.2453	0.254	0.251	0.544	44.08	0.354	0.39	147	148	-0.576351	0.114865	0.646	0.761923483877466	1.38887916888604	0.874184632740773	-0.235820764964584	0.493150684931507	0.581028663248367	0.418343565275291	0.371521294564515	0.424991793094908	0.114733368171817	0.270836714043753	44.0811979450775	61	51.0436665854739	0.282740598164923	0.0278	0.0707
P23542	YLR027C	CENPK1137D_874	fluxes_kapp_Gecko_Yu2021_Phe_std	0.676412757091864	1.68317911121513E-07	1.13852382329646E-07	0.157234859100001	35.1496106490213	0.33165589407184	0.3798	0.3472	0.293	0.231	0.232	0.264	0.559	50.69	0.455	0.46	404	418	-0.16244	0.093301	0.587	0.675582519696703	1.29896594382107	0.937850477912552	-0.261652173097953	0.41320293398533	0.623653174254905	0.480115107883699	0.342636478101092	0.36534232926311	0.245995245491498	0.47935870910471	50.6931147743338	56.0646383965221	48.4075470690951	0.140010245791607	-0.1547	0.0382
P37291	YLR058C	CENPK1137D_444	fluxes_kapp_Gecko_Yu2021_Phe_N30	0.677210466732157	0.000001177003391	7.97079015764442E-07	0.0460154970000019	28.7904364637127	0.416955570199622	0.4474	0.3263	0.3143	0.1599	0.589	0.672	0.804	31.1	0.385	0.428	455	469	-0.343497	0.08742	0.818	0.882563428675226	2.33685844038271	2.01170169149656	0.257823794564035	0.758169934640523	1.06764260460026	0.456870893910634	0.667650992632505	0.331883696004561	0.613818436630996	0.268779384178916	31.1030040380589	41.222365563683	48.5788006255773	0.443053619489962	-0.1411	0.1282
P05150	YJL088W	CENPK1137D_1214	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.677942805052229	5.843552961E-08	3.9615946858516E-08	0.019863756	40.9003424478139	0.267596535945747	0.4556	0.2519	0.4351	0.1564	0.201	0.113	0.491	44.25	0.308	0.365	328	338	-0.149113	0.085799	0.608	0.726603384783399	1.05108351688362	0.632369149311058	-0.360969318101885	0.515151515151515	0.569560746735978	0.541879629531894	0.310216342851555	0.49056210789145	0.149008406127369	0.609006387471903	44.2477804119453	57.9603284338206	42.7821195384736	0.180146901599915	-0.1514	-0.0167
P38145	YBR256C	CENPK1137D_4815	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.678264601805555	0.000002881943116	0.00000195472	0.000099	26.9844086706592	0.307685700895455	0.4375	0.2448	0.3483	0.26	0.161	0.182	0.543	49.05	0.371	0.387	232	238	-0.094118	0.067227	0.529	0.668117253737033	0.824630185455197	0.655160754370687	-0.482747362991934	0.421052631578947	0.608201318806081	0.737544331427006	0.37152453415382	0.567073854279759	0.198491065707604	0.959545696917834	49.0495419222072	59.9545335159349	35.8198024939821	0.137791699385109	0.0044	0.0464
P08417	YPL262W	CENPK1137D_1558	fluxes_kapp_Gecko_Yu2021_Gln_glc2	0.679024358815478	0.00000028563051	1.93950073910888E-07	1.29301723909622	41.7427244751749	0.328541675606843	0.4178	0.2924	0.2997	0.2594	0.253	0.302	0.583	45.63	0.425	0.439	475	488	-0.206353	0.063525	0.621	0.675654913944311	1.53479071667359	0.979027859498198	-0.192354460447774	0.364016736401674	0.621215334410465	0.404755728362008	0.343956752577763	0.351324785337629	0.222358777477942	0.470321176634173	45.6300118269871	55.5475697873941	47.5085679236822	0.156271245107364	-0.1612	0.0344
P15625	YFL022C	CENPK1137D_3362	fluxes_kapp_Gecko_Yu2021_std_010	0.681034515294914	5.911097658E-09	4.02566152837693E-09	0.016551018	46.0715330292442	0.348788211834726	0.3272	0.4142	0.3207	0.2463	0.314	0.407	0.648	40.63	0.499	0.44	483	503	-0.474155	0.093439	0.65	0.749535058147624	1.95940823314272	1.34056135567434	-0.070602963285911	0.493951612903226	0.77425558707482	0.395147664472647	0.451241697034721	0.336606523173819	0.434755166928544	0.312575203083133	40.6305395497692	46.9642227006193	51.2182395187768	0.18963613925668	-0.1717	0.0435
P07251	YBL099W	CENPK1137D_4905	fluxes_kapp_Gecko_Lahtvee2017_EtOH40	0.68208944230177	6.62677235584976E-06	4.52005146046235E-06	9.63383830301572	32.315677855911	0.366808967035756	0.4978	0.2478	0.2796	0.1747	0.473	0.574	0.733	35.43	0.346	0.437	540	545	-0.083853	0.056881	0.76	0.802310997741007	2.55533475887617	1.74503009819364	0.175452191739657	0.663568773234201	1.00223031564329	0.392210966552215	0.583661888641919	0.334470957977226	0.444390193847631	0.311201165712831	35.4305929621191	45.3330261311978	51.0802443627898	0.380509151176623	-0.2843	0.0684
P16387	YER178W	CENPK1137D_3593	fluxes_kapp_Gecko_Yu2021_N30_010	0.684295454544212	0.000001264165963	8.65063022270407E-07	0.235284432778512	27.9893000749521	0.319068811179858	0.4502	0.3202	0.2816	0.1892	0.296	0.348	0.603	44.88	0.405	0.453	400	420	-0.296905	0.095238	0.653	0.715938343656143	1.64191326589814	1.04801881658094	-0.085671936163828	0.329297820823245	0.711210321730087	0.433159495389697	0.38019884772244	0.362778646439575	0.238309436872407	0.454794220283064	44.8819326203415	53.9384635106088	47.4554759313156	0.199271834291282	-0.2802	0.0286
P28834	YNL037C	CENPK1137D_2642	fluxes_kapp_Gecko_Lahtvee2017_Osmo04	0.686493746036197	5.25003186451934E-06	3.60411404148328E-06	0.0322232823	38.6653424942811	0.35067021019817	0.4116	0.3095	0.2968	0.2151	0.266	0.328	0.603	44.98	0.414	0.436	350	360	-0.209167	0.061111	0.626	0.682699020587959	1.52170750016795	1.14204805301453	-0.171917983152387	0.352272727272727	0.61692750422883	0.405417929635452	0.376754322851779	0.329893581848246	0.22104432899736	0.33678182424026	44.9772523906025	56.1000753942399	50.5553099750716	0.168136747102691	-0.1663	0.0403
