Protein	Protein(Ensembl)	Gene_Id	Source ID	ratio	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P10869	YER052C	CENPK1137D_3456	fluxes_Gecko_Yu2021_N30_018	1.41945299154533	34.0357117415941	0.303147371762646	0.5	0.2347	0.3432	0.1758	0.258	0.262	0.566	44.05	0.318	0.393	516	527	-0.102657	0.066414	0.633	0.696566269568936	1.49670800799253	0.732191299166289	-0.194562846741161	0.461240310077519	0.586041237881539	0.391553485885047	0.26746128403156	0.365288804081809	0.203753187474399	0.50177060171512	44.0498043795051	54.6461317080712	47.4901956319257	0.190313586111626	-0.1964	0.0349
P07149	YKL182W	CENPK1137D_1128	fluxes_Gecko_Yu2021_Ile_std	1.4197888451169	29.0181765103689	0.357391929557508	0.4539	0.2776	0.3616	0.1617	0.364	0.436	0.667	38.64	0.344	0.4	1986	2051	-0.180449	0.096051	0.716	0.731616067532878	1.96453044024642	1.70532488747292	-0.000332395481381	0.609561752988048	0.70470997074779	0.35871674793667	0.381162129012651	0.223512910538406	0.369465635404004	0.38052406083221	38.6388479805091	51.2507275893281	51.0479344995421	0.215886710529357	-0.1246	0.078
P48015	YDR019C	CENPK1137D_3841	fluxes_Gecko_Yu2021_N30_005	1.42581017847375	38.8813799819069	0.294038355208019	0.3956	0.2247	0.3974	0.2553	0.143	0.112	0.466	50.39	0.369	0.412	388	400	-0.28575	0.09	0.527	0.641657346075552	0.859255705467705	0.480307121331369	-0.483143314259431	0.261096605744125	0.502459470726845	0.584761285295568	0.22913984151164	0.477069423573159	0.10630252451197	0.666614851050671	50.3860176695196	61	41.805587033364	0.093093433299376	0.0292	0.0343
P00830	YJR121W	CENPK1137D_1415	fluxes_Gecko_Lahtvee2017_REF	1.42737415809658	38.3519942357784	0.352064950094062	0.4843	0.253	0.331	0.1367	0.425	0.473	0.679	36.21	0.317	0.43	502	511	-0.018004	0.058708	0.735	0.792116673486654	2.12066901597432	1.52520179608374	0.08432785473584	0.511857707509881	0.858066962434441	0.404620879529478	0.487546099513152	0.319660061222735	0.35621073250774	0.323990160207938	36.2066158847906	49.8625357491062	50.5729892840213	0.35750015291668	-0.2583	0.0385
P08067	YEL024W	CENPK1137D_3630	fluxes_Gecko_Lahtvee2017_REF	1.42875623419525	30.2432783066979	0.310654055460535	0.5057	0.2443	0.3063	0.1565	0.327	0.36	0.613	41.31	0.324	0.422	204	215	-0.087907	0.074419	0.69	0.778997084815947	1.51968237209054	0.988570655337817	-0.088751081430126	0.537383177570093	0.66063208907933	0.434717215394514	0.405549143931225	0.410237894217728	0.195549112744998	0.275123491493115	41.3128540425031	58.1123474984579	51.5001920542368	0.278579507945938	-0.2188	0.0432
P09624	YFL018C	CENPK1137D_3364	fluxes_Gecko_Lahtvee2017_Osmo06	1.43117279803235	37.3320153356044	0.355116716173808	0.4169	0.3095	0.3553	0.1836	0.253	0.324	0.603	46.02	0.38	0.423	489	499	-0.181162	0.056112	0.617	0.683945075024849	1.32601481372886	1.03381130696188	-0.220466531750315	0.402061855670103	0.585055822600873	0.441213639955989	0.304086099617694	0.294140814256839	0.171317911111935	0.486279165520735	46.0216893072215	57.9493456393581	44.392910046966	0.164332545642323	-0.1477	0.0462
P07264	YGL009C	CENPK1137D_2963	fluxes_Gecko_Lahtvee2017_REF	1.4321700261135	20	0.32699172889041	0.4927	0.2472	0.3889	0.1299	0.336	0.364	0.623	39.82	0.294	0.404	756	779	-0.354814	0.074454	0.7	0.748166601992682	1.56629000417256	1.10661452298157	-0.069616461906638	0.590849673202614	0.652504396297566	0.416592326171596	0.335378010210869	0.303066698697624	0.26355799133398	0.380379631807476	39.8220687232235	54.0585538474873	50.8070282704306	0.239071452291012	-0.147	0.0595
P37254	YNR033W	CENPK1137D_2711	fluxes_Gecko_Yu2021_Gln_glc2	1.43520006305876	34.2067602604448	0.27024646844111	0.3994	0.2646	0.3502	0.2827	0.136	0.081	0.462	56.39	0.41	0.418	757	787	-0.266328	0.092757	0.498	0.626603546197421	0.752157224373802	0.393028217752773	-0.562958279710485	0.290364583333333	0.518411084194851	0.68923234052089	0.201166761962256	0.511837961947039	0.113605370247378	1.30854105753463	56.3863227414918	60.3597472523763	32.7093828554699	0.050007704559187	-0.023	0.0184
P28272	YKL216W	CENPK1137D_1174	fluxes_Gecko_Lahtvee2017_EtOH40	1.43899404456185	39.1997546841585	0.287785397723378	0.468	0.26	0.3562	0.1952	0.225	0.209	0.533	44.48	0.346	0.387	306	314	-0.188217	0.101911	0.62	0.701770290715068	1.23813295257229	0.839584896449686	-0.227328307098759	0.451298701298701	0.604186924363968	0.48798226645106	0.325338275972499	0.387498962104062	0.236337476522123	0.461594893986577	44.4828799500783	52.2221618158989	45.3799784643856	0.179605115871717	-0.1296	0.0331
P00498	YER055C	CENPK1137D_3459	fluxes_Gecko_Yu2021_N30_018	1.44948461074127	30.6135443890909	0.293146833916632	0.465	0.2181	0.35	0.1843	0.192	0.203	0.524	48.79	0.321	0.41	290	297	0.09697	0.053872	0.569	0.669594345252615	1.11652643207949	0.549532585729232	-0.342252844056725	0.417543859649123	0.520015057525831	0.465743615721951	0.252099571840089	0.458752726201945	0.114842800636094	0.423398147810685	48.790809691696	61	44.7494986238798	0.163827780386788	-0.0686	0.032
P05626	YPL078C	CENPK1137D_1621	fluxes_Gecko_Lahtvee2017_EtOH60	1.45435631228904	39.7996415636681	0.350352828058747	0.4541	0.2108	0.3614	0.2169	0.267	0.315	0.586	41.71	0.338	0.396	237	244	-0.127049	0.057377	0.643	0.686821768076453	2.26113996079743	0.850923858336654	-0.172574756636919	0.491666666666667	0.60461021124868	0.267391767750393	0.377852462723164	0.444049674975352	0.198341270385456	0.371546323881114	41.711110462543	56.8606579188415	49.7657596118142	0.247869258699425	-0.1257	0.052
P38145	YBR256C	CENPK1137D_4815	fluxes_Gecko_Lahtvee2017_REF	1.45633180883888	26.9844086706592	0.307685700895455	0.4375	0.2448	0.3483	0.26	0.161	0.182	0.543	49.05	0.371	0.387	232	238	-0.094118	0.067227	0.529	0.668117253737033	0.824630185455197	0.655160754370687	-0.482747362991934	0.421052631578947	0.608201318806081	0.737544331427006	0.37152453415382	0.567073854279759	0.198491065707604	0.959545696917834	49.0495419222072	59.9545335159349	35.8198024939821	0.137791699385109	0.0044	0.0464
P37291	YLR058C	CENPK1137D_444	fluxes_Gecko_Yu2021_N30_018	1.45759468472423	28.7904364637127	0.416955570199622	0.4474	0.3263	0.3143	0.1599	0.589	0.672	0.804	31.1	0.385	0.428	455	469	-0.343497	0.08742	0.818	0.882563428675226	2.33685844038271	2.01170169149656	0.257823794564035	0.758169934640523	1.06764260460026	0.456870893910634	0.667650992632505	0.331883696004561	0.613818436630996	0.268779384178916	31.1030040380589	41.222365563683	48.5788006255773	0.443053619489962	-0.1411	0.1282
P52867	YDL093W	CENPK1137D_3731	fluxes_Gecko_Yu2020_CN115	1.46095421532049	29.6589515254315	0.267151090226026	0.4541	0.2367	0.3353	0.2435	0.155	0.105	0.473	51.98	0.363	0.393	713	743	0.162315	0.154778	0.543	0.66440623971717	0.803533226481799	0.348967561086222	-0.472695198726772	0.37603305785124	0.497724426749759	0.619419845186742	0.172969752446223	0.49566140734636	0.084720904595226	0.903814762318786	51.9841685075388	61	38.8388849052663	0.079004666911447	-0.0621	0.0352
P00549	YAL038W	CENPK1137D_4941	fluxes_Gecko_Lahtvee2017_EtOH20	1.46570151584398	29.3890605625786	0.469323188559011	0.3511	0.4504	0.2306	0.1948	0.893	0.882	0.93	24.86	0.52	0.463	488	500	-0.148	0.062	0.892	1.11203152632086	1.97774979494935	1.68426170980063	0.480478688169157	0.844	1.69976010094382	0.85944142443324	0.928563752237479	0.551317973230773	1.02773487954504	0.426418964683256	24.8604604228754	30.0627737970899	40.2032837408327	0.701545012899438	-0.1823	0.1083
P08525	YJL166W	CENPK1137D_1467	fluxes_Gecko_Lahtvee2017_REF	1.47088720220144	32.3579982796831	0.263222835859868	0.5143	0.1714	0.4375	0.1667	0.211	0.286	0.57	39.15	0.256	0.39	86	94	-0.529787	0.202128	0.651	0.868185768055912	0.984833781252048	0.886177832336261	-0.253169244205919	0.604395604395604	0.634012320771918	0.64377596792616	0.467680360197266	0.52775001036113	0.172201960948458	0.35307651016417	39.1536831198191	59.3747811128087	44.5556841731577	0.349494710583908	0.0859	0.0757
P32799	YGL191W	CENPK1137D_3272	fluxes_Gecko_Lahtvee2017_Osmo06	1.47320373592435	38.2743384555868	0.345065123985028	0.433	0.2268	0.4138	0.241	0.212	0.131	0.483	46.91	0.35	0.424	120	129	-0.62093	0.124031	0.646	0.801798079729059	0.957604968428005	0.787735316271607	-0.297735929513159	0.359375	0.531669132781302	0.555207157763691	0.379001278045291	0.481127696342375	0.164874480306969	0.370388854821936	46.9149303709253	61	42.4852897551946	0.227895649056503	-0.0313	0.0464
P32895	YKL181W	CENPK1137D_1129	fluxes_Gecko_Lahtvee2017_Osmo04	1.47889993095471	26.5035615446984	0.334977050848384	0.4943	0.2314	0.3168	0.207	0.255	0.294	0.581	43.45	0.337	0.418	415	427	-0.257143	0.04918	0.624	0.686251267745868	1.40116801040043	0.911607106116242	-0.226121281118981	0.5	0.60050696135372	0.428575985817794	0.326410511172575	0.358060516402944	0.219197193498936	0.5326016801389	43.4523688952803	55.450252420812	45.2657449012176	0.189741217521742	-0.1617	0.06
P11986	YJL153C	CENPK1137D_1481	fluxes_Gecko_Yu2021_N30_005	1.48055667545394	36.6752241214092	0.317703982543245	0.3794	0.3255	0.2931	0.2885	0.175	0.192	0.523	53.35	0.467	0.428	518	533	-0.273921	0.084428	0.54	0.648777734293283	1.05132512857965	0.602436629118203	-0.423401133441138	0.298850574712644	0.560642347910814	0.533272089356644	0.253643030354459	0.421028566482953	0.195748659919055	0.971990093222967	53.3482200626219	56.2489018818519	34.6141400440875	0.07348740956862	-0.1007	0.0407
P47143	YJR105W	CENPK1137D_1399	fluxes_Gecko_Yu2021_Phe_N30	1.48090783910603	36.1467454549708	0.385856884062425	0.3777	0.3921	0.2548	0.214	0.37	0.484	0.69	40.58	0.485	0.475	332	340	0.005588	0.085294	0.671	0.738424061859599	2.03729073637105	1.5873109993803	0.002491925762105	0.601190476190476	0.782995475188322	0.38433173096494	0.512324199806035	0.322762332023182	0.40061098805234	0.66726352631725	40.5809871606541	48.4282422822608	46.3540590076752	0.234967758687538	-0.1893	0.0738
P40825	YOR335C	CENPK1137D_2351	fluxes_Gecko_Yu2021_Phe_N30	1.48091982512161	32.0040384404418	0.337091987158168	0.5114	0.2725	0.3244	0.1954	0.378	0.397	0.646	38.95	0.351	0.399	940	958	-0.480063	0.100209	0.728	0.757225120330566	1.88592213013837	1.7503767930588	-0.003659982596422	0.621707060063224	0.691363122455599	0.366591552963469	0.376028254914473	0.214827034045258	0.347174259655066	0.320024277913715	38.9521933369971	51.1459044460743	51.7975374601578	0.220084655931206	-0.2523	0.065
P32462	YNL280C	CENPK1137D_2760	fluxes_Gecko_Yu2021_N30_030	1.48312353567709	32.1454020174885	0.279694176829192	0.3697	0.2661	0.3473	0.2909	0.155	0.132	0.477	53.18	0.422	0.398	415	438	0.21347	0.150685	0.541	0.691454650828797	0.982043866583546	0.635035453155901	-0.436098037949901	0.433874709976798	0.541627262494214	0.551530619888186	0.279994110035979	0.440910989527447	0.177748766215442	0.770151527650816	53.1805580489046	58.673889367174	39.3807225545983	0.106503317907701	-0.0188	0.0341
P38708	YHR020W	CENPK1137D_5413	fluxes_Gecko_Lahtvee2017_REF	1.48409581616856	33.5645007159942	0.377226307778512	0.4272	0.3107	0.3244	0.2305	0.355	0.42	0.659	39.72	0.411	0.434	662	688	-0.39375	0.094477	0.696	0.737757567143401	1.65487426123483	1.37200613513467	-0.027588339208769	0.450662739322533	0.771015749578849	0.465905940795487	0.4118722558021	0.300197094790448	0.340686626660162	0.414151900172752	39.7154338031322	48.4102436781064	47.5268497182864	0.222142210661449	-0.1589	0.07
P52910	YLR153C	CENPK1137D_541	fluxes_Gecko_Yu2021_N30_013	1.48589771882166	33.0167793812515	0.337506784272122	0.4813	0.2692	0.3528	0.121	0.371	0.421	0.654	38.12	0.316	0.423	659	683	-0.261347	0.093704	0.723	0.769494571605397	1.65390190998204	1.42588388545568	0.020319788473037	0.63568215892054	0.750310374484551	0.453660746115651	0.397453732316036	0.278742004429778	0.305844314993593	0.359779085271616	38.1172106710422	50.7986541662705	49.6636044676901	0.261091148618913	-0.2014	0.0498
P07277	YMR208W	CENPK1137D_245	fluxes_Gecko_Yu2021_Ile_std	1.4950214453648	28.5856005991495	0.294497767507532	0.4011	0.261	0.3724	0.2244	0.181	0.148	0.487	52.24	0.376	0.406	433	443	-0.026637	0.074492	0.553	0.662873890805855	1.08262530699795	0.451716670951308	-0.365493428498895	0.405594405594406	0.506465319120211	0.467812193051914	0.201747320020311	0.446623587292971	0.10694576409165	0.705803151205604	52.239692066773	61	38.2348209062301	0.112206303977875	-0.0502	0.0375
P38077	YBR039W	CENPK1137D_4583	fluxes_Gecko_Lahtvee2017_Osmo02	1.49582921915566	31.4724383666332	0.375916703102981	0.4609	0.2469	0.3278	0.23	0.337	0.398	0.647	40.8	0.363	0.391	300	311	-0.309646	0.054662	0.706	0.717187686703418	1.98708547917142	1.17047719091484	-0.102005372953888	0.47557003257329	0.682137451407428	0.343285408985963	0.392895313886116	0.33567105530611	0.252255440483066	0.283252215677374	40.7967228670138	53.8258688174053	53.1761760928453	0.233539161407156	-0.1223	0.0746
P05626	YPL078C	CENPK1137D_1621	fluxes_Gecko_Yu2021_Ile_std	1.49692383372542	39.7996415636681	0.350352828058747	0.4541	0.2108	0.3614	0.2169	0.267	0.315	0.586	41.71	0.338	0.396	237	244	-0.127049	0.057377	0.643	0.686821768076453	2.26113996079743	0.850923858336654	-0.172574756636919	0.491666666666667	0.60461021124868	0.267391767750393	0.377852462723164	0.444049674975352	0.198341270385456	0.371546323881114	41.711110462543	56.8606579188415	49.7657596118142	0.247869258699425	-0.1257	0.052
P18408	YPR167C	CENPK1137D_1859	fluxes_Gecko_Lahtvee2017_Osmo02	1.5001144672545	30.7363085048846	0.296552270201813	0.3918	0.2577	0.4309	0.2738	0.162	0.067	0.462	53.44	0.379	0.398	253	261	-0.595785	0.114943	0.548	0.682897714216537	0.892738361795314	0.523767431963667	-0.479386755830262	0.292490118577075	0.476449167384084	0.533694067347947	0.243407295081266	0.464723998146855	0.122285928546422	0.679016951778898	53.4411927684832	61	40.3788711162787	0.103066377011956	-0.0198	0.0064
P18408	YPR167C	CENPK1137D_1859	fluxes_Gecko_Yu2021_Phe_N30	1.50187934303016	30.7363085048846	0.296552270201813	0.3918	0.2577	0.4309	0.2738	0.162	0.067	0.462	53.44	0.379	0.398	253	261	-0.595785	0.114943	0.548	0.682897714216537	0.892738361795314	0.523767431963667	-0.479386755830262	0.292490118577075	0.476449167384084	0.533694067347947	0.243407295081266	0.464723998146855	0.122285928546422	0.679016951778898	53.4411927684832	61	40.3788711162787	0.103066377011956	-0.0198	0.0064
P09624	YFL018C	CENPK1137D_3364	fluxes_Gecko_Lahtvee2017_EtOH20	1.50267868997068	37.3320153356044	0.355116716173808	0.4169	0.3095	0.3553	0.1836	0.253	0.324	0.603	46.02	0.38	0.423	489	499	-0.181162	0.056112	0.617	0.683945075024849	1.32601481372886	1.03381130696188	-0.220466531750315	0.402061855670103	0.585055822600873	0.441213639955989	0.304086099617694	0.294140814256839	0.171317911111935	0.486279165520735	46.0216893072215	57.9493456393581	44.392910046966	0.164332545642323	-0.1477	0.0462
P39954	YER043C	CENPK1137D_3444	fluxes_Gecko_Yu2020_Clim	1.50455981934891	24.9213062278328	0.412303081493087	0.4525	0.3603	0.2738	0.1634	0.641	0.662	0.799	31.55	0.413	0.434	433	449	0.003786	0.073497	0.831	0.943311792506674	2.01654773793708	2.00454640034762	0.286182826972324	0.737193763919822	1.12987141511519	0.560299859933413	0.665030952474506	0.33176131635525	0.545318147863009	0.338238299662985	31.5500634390161	41.2445667896051	49.022688220605	0.473889110363662	-0.2659	0.1014
P06168	YLR355C	CENPK1137D_724	fluxes_Gecko_Yu2021_N30_030	1.50813099591539	26.5139195304407	0.443784071045391	0.3599	0.4236	0.2609	0.1993	0.802	0.823	0.892	27.51	0.497	0.463	380	395	-0.446329	0.106329	0.871	1.04908240572328	2.08730659445422	1.80548645126537	0.438141901550881	0.834605597964377	1.51739442883693	0.726962887420809	0.873023957704155	0.483539467766319	0.888476247478596	0.376611072390411	27.5051770332085	32.7431078433425	44.6742886759262	0.659396772804683	-0.1548	0.1248
P37254	YNR033W	CENPK1137D_2711	fluxes_Gecko_Yu2020_CN115	1.50872897992898	34.2067602604448	0.27024646844111	0.3994	0.2646	0.3502	0.2827	0.136	0.081	0.462	56.39	0.41	0.418	757	787	-0.266328	0.092757	0.498	0.626603546197421	0.752157224373802	0.393028217752773	-0.562958279710485	0.290364583333333	0.518411084194851	0.68923234052089	0.201166761962256	0.511837961947039	0.113605370247378	1.30854105753463	56.3863227414918	60.3597472523763	32.7093828554699	0.050007704559187	-0.023	0.0184
P14020	YPR183W	CENPK1137D_1875	fluxes_Gecko_Yu2021_Phe_N30	1.51170952700917	25.8600477069707	0.340609238647328	0.2558	0.5209	0.2132	0.2667	0.217	0.308	0.584	42.98	0.623	0.501	257	267	-0.029588	0.11985	0.538	0.75080682977885	1.31265085738603	1.17018323430938	-0.213280859407182	0.517241379310345	0.945719144057704	0.720465109771062	0.626384892931009	0.535287871647458	0.606021010758754	1.02045385703764	42.9789088573365	43.0805334081149	41.8559211535968	0.239181143314666	-0.1521	0.0502
P18544	YOL140W	CENPK1137D_2104	fluxes_Gecko_Yu2021_Ile_N30	1.51486688931411	37.4855061719313	0.299690111889412	0.4669	0.247	0.3547	0.2088	0.212	0.203	0.53	44.97	0.347	0.404	415	423	-0.242317	0.078014	0.591	0.686024111866003	1.03758172847677	0.638362807507757	-0.334019850972824	0.426506024096386	0.564438879459377	0.543994621308535	0.268056922949624	0.419913127452004	0.179185661258727	0.606768518139759	44.9651708756718	56.9111283739339	40.371294119211	0.164540212392944	-0.1075	0.0274
P04039	YLR395C	CENPK1137D_766	fluxes_Gecko_Yu2020_CN115	1.51520766305206	35.386189957565	0.332731509131093	0.3871	0.2903	0.375	0.22	0.225	0.237	0.554	46.67	0.392	0.393	74	78	0.073077	0.141026	0.624	0.816845713832135	0.950833483936981	0.887081628508374	-0.307637834895279	0.545454545454545	0.516358995921013	0.5430593312543	0.489228865658512	0.551503773650627	0.113020622270083	0.507572104541624	46.672928908057	61	52.3916047929626	0.323680689889998	0.107	0.0714
P41939	YLR174W	CENPK1137D_553	fluxes_Gecko_Yu2021_Gln_glc1	1.51875778191247	29.7754253674528	0.332370816962403	0.4069	0.2587	0.3387	0.2786	0.171	0.146	0.504	51.11	0.405	0.419	395	412	-0.310437	0.092233	0.559	0.648375501258453	0.893496107104384	0.547962289366428	-0.436489655336626	0.326683291770574	0.527486751889736	0.590362674997207	0.253119316745137	0.461928351014451	0.131650470115566	0.634650456918252	51.1105623315555	60.1731948496045	42.5290380088784	0.104821115794718	-0.0484	0.0314
P21306	YPL271W	CENPK1137D_1854	fluxes_Gecko_Yu2021_N30_013	1.51900812370031	35.5094878254414	0.27641403610625	0.52	0.16	0.3922	0.125	0.168	0.129	0.467	48.78	0.233	0.403	60	62	-0.372581	0.096774	0.568	0.787993275711529	1.08408713142374	0.785518589357046	-0.444534366047904	0.548387096774194	0.527757296576766	0.486821844184846	0.561436531996983	0.714733603512202	0.126205116717345	0.483092698185887	48.7765974532523	61	61	0.457713103321158	-0.2215	-0.0032
P08524	YJL167W	CENPK1137D_1466	fluxes_Gecko_Yu2021_N30_005	1.51992733848756	31.8275110085556	0.401124814597781	0.3295	0.4023	0.3385	0.2692	0.373	0.452	0.68	40.36	0.493	0.419	341	352	-0.32017	0.113636	0.694	0.748359419674388	2.0513773193213	1.71706433629746	-0.01427069526435	0.445086705202312	0.757029491481804	0.369034737954628	0.454566167717033	0.264734499522146	0.355676208575251	0.415761994968867	40.3580626576899	50.5314414484098	48.2676386138727	0.240147240738038	-0.0652	0.0892
P36010	YKL067W	CENPK1137D_938	fluxes_Gecko_Yu2020_CN50	1.52099987596372	35.7841089422974	0.314698662512679	0.5391	0.1739	0.3866	0.1636	0.229	0.221	0.534	47.15	0.26	0.397	146	153	-0.36732	0.091503	0.621	0.754104271840534	1.19732483763588	0.801377640901569	-0.246973698962705	0.520547945205479	0.54255828221511	0.453142092405259	0.380567660167589	0.47489178727203	0.145038454769911	0.257565178547983	47.1500823920712	61	54.3056860342023	0.261944180696688	-0.1109	0.0524
P06169	YLR044C	CENPK1137D_891	fluxes_Gecko_Yu2021_N30_010	1.52539060874388	30.5221827969553	0.478829187153057	0.3838	0.4101	0.2308	0.2092	0.904	0.914	0.948	24.68	0.495	0.455	543	563	-0.058615	0.083481	0.912	1.12795928396136	2.0654933828108	1.80452495531752	0.477622037269111	0.816725978647687	1.70244925251253	0.824233699647965	0.921591642612352	0.510711497725001	1.0363319646608	0.423166905566888	24.6789217169567	30.4136695282334	42.588141647987	0.718111556527379	-0.2075	0.1403
P47125	YJR078W	CENPK1137D_1371	fluxes_Gecko_Yu2020_CN115	1.52845585765666	27.3396434878567	0.301749855430546	0.3071	0.2826	0.3284	0.3518	0.126	0.115	0.466	54.68	0.486	0.453	436	453	-0.272406	0.072848	0.461	0.619605679221348	0.82111848298329	0.566898267961644	-0.640333071769035	0.288288288288288	0.615144976303472	0.749154950292344	0.328092294414348	0.578749862112027	0.257698375594809	1.71400787594826	54.684995053336	53.2076381339245	29.2010402355471	0.079956916415976	0.0855	0.0282
P30902	YKL016C	CENPK1137D_990	fluxes_Gecko_Yu2021_Phe_std	1.53027874382864	34.5606932358527	0.360160267948384	0.371	0.2984	0.3869	0.25	0.224	0.205	0.536	53.69	0.411	0.4	168	174	-0.64023	0.063218	0.599	0.673944658112172	1.77153827595371	0.797982250975824	-0.251581863509385	0.402366863905325	0.517992370334629	0.292396939634717	0.350212728817268	0.438872830052304	0.115287171083797	0.351172161144532	53.6883409064324	61	51.4248328320774	0.160345836389332	-0.0577	0.0389
P00127	YFR033C	CENPK1137D_3419	fluxes_Gecko_Lahtvee2017_Osmo02	1.53048731005311	35.4543250889137	0.364031961842785	0.3846	0.3187	0.4216	0.37	0.211	0.124	0.507	46.75	0.458	0.465	144	147	-1.378912	0.061224	0.576	0.775323941665469	0.854450553489456	0.887562661092132	-0.375843670504867	0.354166666666667	0.582589823845309	0.68182976939519	0.370941240685759	0.417932453613271	0.22469911405373	0.66652829718548	46.7530367228525	60.1545372446072	43.3618219081354	0.153856154117436	0.0443	0.0291
P00899	YER090W	CENPK1137D_3502	fluxes_Gecko_Lahtvee2017_EtOH60	1.54751603236824	40.8664881381445	0.300068779260184	0.4696	0.2044	0.3848	0.2047	0.216	0.193	0.522	45.62	0.312	0.397	494	507	-0.336686	0.076923	0.611	0.681357022545448	1.3509848082944	0.656505020488794	-0.309370180333524	0.456740442655936	0.566492558240985	0.419318229755798	0.266964307316504	0.406644730786276	0.158688042719896	0.487020438102053	45.6194514597192	57.9176560879192	47.3922952445178	0.185149332066082	-0.0983	0.0333
P10174	YMR256C	CENPK1137D_296	fluxes_Gecko_Yu2021_Ile_N30	1.55172161788511	30.2260511031353	0.309898582420673	0.4583	0.1875	0.4255	0.1463	0.205	0.217	0.526	48.39	0.263	0.383	57	60	0.241667	0.15	0.614	0.841693539669978	1.57595623597778	1.0291615137586	-0.246087125353264	0.625	0.385802066100451	0.244805063296116	0.466583186617591	0.453362451257608	0.113853632669881	0.17562084511542	48.3901987467561	58.9354617543799	61	0.326905487799759	-0.0732	0.0359
P32288	YPR035W	CENPK1137D_1737	fluxes_Gecko_Yu2021_std_010	1.5517799075136	36.5897524950191	0.373205782021086	0.3883	0.3711	0.3678	0.1435	0.531	0.628	0.778	33.43	0.405	0.446	351	370	-0.573784	0.110811	0.784	0.866151262259474	1.78011919032894	1.56438168577065	0.188565671496719	0.663934426229508	0.95756585639222	0.537922326546727	0.622472461704792	0.397903189078917	0.557221958474032	0.295578771860797	33.4289157269468	44.8835563282014	50.5328036173442	0.40112767240614	-0.0469	0.1029
P00830	YJR121W	CENPK1137D_1415	fluxes_Gecko_Lahtvee2017_Osmo06	1.55335242941995	38.3519942357784	0.352064950094062	0.4843	0.253	0.331	0.1367	0.425	0.473	0.679	36.21	0.317	0.43	502	511	-0.018004	0.058708	0.735	0.792116673486654	2.12066901597432	1.52520179608374	0.08432785473584	0.511857707509881	0.858066962434441	0.404620879529478	0.487546099513152	0.319660061222735	0.35621073250774	0.323990160207938	36.2066158847906	49.8625357491062	50.5729892840213	0.35750015291668	-0.2583	0.0385
P06169	YLR044C	CENPK1137D_891	fluxes_Gecko_Yu2021_N30_013	1.55359820413806	30.5221827969553	0.478829187153057	0.3838	0.4101	0.2308	0.2092	0.904	0.914	0.948	24.68	0.495	0.455	543	563	-0.058615	0.083481	0.912	1.12795928396136	2.0654933828108	1.80452495531752	0.477622037269111	0.816725978647687	1.70244925251253	0.824233699647965	0.921591642612352	0.510711497725001	1.0363319646608	0.423166905566888	24.6789217169567	30.4136695282334	42.588141647987	0.718111556527379	-0.2075	0.1403
P11986	YJL153C	CENPK1137D_1481	fluxes_Gecko_Yu2020_CN115	1.5548092913127	36.6752241214092	0.317703982543245	0.3794	0.3255	0.2931	0.2885	0.175	0.192	0.523	53.35	0.467	0.428	518	533	-0.273921	0.084428	0.54	0.648777734293283	1.05132512857965	0.602436629118203	-0.423401133441138	0.298850574712644	0.560642347910814	0.533272089356644	0.253643030354459	0.421028566482953	0.195748659919055	0.971990093222967	53.3482200626219	56.2489018818519	34.6141400440875	0.07348740956862	-0.1007	0.0407
P40545	YIL020C	CENPK1137D_5039	fluxes_Gecko_Yu2020_CN115	1.55923396186521	34.0216514709663	0.26779945965911	0.4577	0.204	0.4385	0.2114	0.161	0.092	0.464	50.9	0.31	0.391	252	261	-0.38046	0.091954	0.548	0.749890687660546	0.755399854182001	0.599694594539787	-0.449659551999458	0.435483870967742	0.520931234379774	0.6896099218127	0.304019423934207	0.506957085660435	0.16386102219622	0.667318773361441	50.9021836259257	60.8054557407423	38.0880655177343	0.148568054230282	0.0222	0.0295
P14020	YPR183W	CENPK1137D_1875	fluxes_Gecko_Yu2021_Ile_N30	1.56018659501549	25.8600477069707	0.340609238647328	0.2558	0.5209	0.2132	0.2667	0.217	0.308	0.584	42.98	0.623	0.501	257	267	-0.029588	0.11985	0.538	0.75080682977885	1.31265085738603	1.17018323430938	-0.213280859407182	0.517241379310345	0.945719144057704	0.720465109771062	0.626384892931009	0.535287871647458	0.606021010758754	1.02045385703764	42.9789088573365	43.0805334081149	41.8559211535968	0.239181143314666	-0.1521	0.0502
P05626	YPL078C	CENPK1137D_1621	fluxes_Gecko_Lahtvee2017_EtOH40	1.56195637032026	39.7996415636681	0.350352828058747	0.4541	0.2108	0.3614	0.2169	0.267	0.315	0.586	41.71	0.338	0.396	237	244	-0.127049	0.057377	0.643	0.686821768076453	2.26113996079743	0.850923858336654	-0.172574756636919	0.491666666666667	0.60461021124868	0.267391767750393	0.377852462723164	0.444049674975352	0.198341270385456	0.371546323881114	41.711110462543	56.8606579188415	49.7657596118142	0.247869258699425	-0.1257	0.052
