Protein	Source ID	Standard Name	ratio	EsExp	Es	Fluxes	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P28861	fluxes_kapp_Gecko_GLC_CHEM_mu=0.12_S	fpr	1.26253517309968	6.2743500126E-09	7.9215875792459E-09	0.003079938	41.0773652619354	0.327198238124464	0.2347	0.3469	0.299	0.3422	0.262	0.14	0.487	46.93	0.559	0.538	236	248	-0.194355	0.076613	0.702	0.750507174769081	0.699153874107746	0.635691145107554	-0.460285310795589	0.569672131147541	0.57944935201912	0.828786585440306	0.355142089978005	0.558670814767944	0.248104237189125	1.22768794046847	46.9340176500825	55.3434216335969	33.9671521192011	0.20064796654163	0.061	0.227
P22188	fluxes_kapp_Gecko_MAN_BATCH_mu=0.47_S	murE	1.26254106300392	2.9441322710118E-07	3.71708788706739E-07	0.00653018	38.4280235683913	0.345687235029449	0.3012	0.306	0.2202	0.3939	0.384	0.272	0.574	42.94	0.563	0.566	476	495	-0.046061	0.056566	0.764	0.782306167803409	0.813721079399331	0.537516996851625	-0.239594316668154	0.57201646090535	0.510778241921792	0.627706784121699	0.2177282584361	0.405063020725652	0.111487404310301	0.896022474957179	42.937848086947	61	38.7548170354291	0.188710896656622	-0.0271	0.2591
P0A6I0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.50_S	cmk	1.26875147804339	6.7671475058E-07	8.58582840012139E-07	0.09450975	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_GLYC_BATCH_mu=0.47_S	cmk	1.26875147804339	6.361118655452E-07	8.07067869611411E-07	0.088839165	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.11_V	cmk	1.26875147804339	1.488772451276E-07	1.88888224802671E-07	0.020792145	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.36_P	cmk	1.2687514780434	4.872346204176E-07	6.18179644808743E-07	0.06804702	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.46_P	cmk	1.2687514780434	6.225775705336E-07	7.89896212811172E-07	0.08694897	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_MAN_BATCH_mu=0.47_S	cmk	1.2687514780434	6.361118655452E-07	8.07067869611416E-07	0.088839165	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.49_V	cmk	1.2687514780434	6.631804555684E-07	8.41411183211902E-07	0.092619555	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_PYR_BATCH_mu=0.4_S	cmk	1.2687514780434	5.41371800464E-07	6.86866272009716E-07	0.0756078	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.51_P	cmk	1.2687514780434	6.902490455916E-07	8.75754496812388E-07	0.096399945	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_GAM_BATCH_mu=0.46_S	cmk	1.2687514780434	6.225775705336E-07	7.89896212811175E-07	0.08694897	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A6I0	fluxes_kapp_Gecko_XYL_BATCH_mu=0.55_S	cmk	1.26875147804341	7.44386225638E-07	9.44441124013365E-07	0.103960725	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0A717	fluxes_kapp_Gecko_GLC_CHEM_mu=0.46_P	prs	1.2707640717382	9.6109706848938E-06	1.22132762408921E-05	0.214562836999992	32.5801060288798	0.377197030153378	0.3768	0.3732	0.1833	0.2558	0.553	0.5	0.703	40.25	0.516	0.527	306	315	0.103492	0.047619	0.772	0.810105808444228	1.40674554689464	1.31816366930362	0.0474187399513242	0.594771241830065	0.657857910653407	0.467645276791964	0.385919146464892	0.292770279937067	0.216821681400089	0.484136777193628	40.246571594807	54.6605547055199	56.6312586143047	0.29020796637128	-0.3003	0.4931
P0A749	fluxes_kapp_Gecko_GLC_CHEM_mu=0.40_V	murA	1.27296547449776	0.0000006175160512	7.86076613125793E-07	0.00569654	30.8473640980643	0.367310334035043	0.3497	0.3179	0.2317	0.3129	0.458	0.39	0.641	42.28	0.509	0.535	407	419	0.070167	0.042959	0.774	0.808734539831335	0.949953099275067	0.767879649776918	-0.118972573630714	0.546341463414634	0.555780911906339	0.585061422853895	0.252438983942419	0.328748110482882	0.126838438122738	0.778339787447873	42.2772264501881	59.0893032865991	39.9998737315101	0.244293287430846	-0.1651	0.378
P00509	fluxes_kapp_Gecko_MAN_BATCH_mu=0.47_S	aspC	1.30109977929409	1.14892167989291E-05	1.49486174413486E-05	0.688005904500001	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P04079	fluxes_kapp_Gecko_GLC_CHEM_mu=0.50_S	guaA	1.30182310001842	0.0000089	1.15862255901639E-05	0.0608069999999999	27.4059166614589	0.376333109062544	0.3017	0.4228	0.2157	0.3085	0.585	0.523	0.719	38.23	0.578	0.542	502	525	-0.096381	0.085714	0.79	0.818981317816724	1.20446198246284	1.3611677561214	0.051480969139954	0.55859375	0.637659660826494	0.529414518773461	0.330046849001242	0.242473308317043	0.185865475582642	0.533052589075984	38.2295466983992	55.6182499835685	45.7806691450345	0.273218787842629	-0.2134	0.4571
P04079	fluxes_kapp_Gecko_GLC_CHEM_mu=0.35_S	guaA	1.30812224405077	0.0000062	8.11035791311476E-06	0.0425649	27.4059166614589	0.376333109062544	0.3017	0.4228	0.2157	0.3085	0.585	0.523	0.719	38.23	0.578	0.542	502	525	-0.096381	0.085714	0.79	0.818981317816724	1.20446198246284	1.3611677561214	0.051480969139954	0.55859375	0.637659660826494	0.529414518773461	0.330046849001242	0.242473308317043	0.185865475582642	0.533052589075984	38.2295466983992	55.6182499835685	45.7806691450345	0.273218787842629	-0.2134	0.4571
P61949	fluxes_kapp_Gecko_GLC_CHEM_mu=0.51_P	fldA	1.30824983675935	1.120912740486E-08	1.46643390976229E-08	0.027732525	33.4574863133282	0.37723998028494	0.3696	0.4348	0.2846	0.2222	0.563	0.459	0.694	41.57	0.494	0.491	170	176	-0.284659	0.107955	0.784	0.952964257894007	1.05538278298955	1.12947970451203	0.00503843106455877	0.645714285714286	0.639260396976487	0.605714255794163	0.427980548144976	0.378918316491467	0.174579010853645	0.52546457987539	41.5681398581024	60.4021399531974	51.2756685462766	0.3409169649328	-0.3002	0.5256
P62707	fluxes_kapp_Gecko_GLC_CHEM_mu=0.31_P	gpmA	1.31375769838946	1.43849730749349E-06	1.88983691183208E-06	13.2801939522333	26.7201024483323	0.381094892994249	0.3763	0.2742	0.224	0.4153	0.576	0.485	0.7	36.9	0.529	0.512	240	250	-0.568	0.1	0.787	0.852180075980543	1.24923193465156	1.02766518761663	0.0174483538909068	0.592741935483871	0.718613624838444	0.575244360078646	0.401628187335684	0.390816184274125	0.239497382080219	0.247682557703264	36.9023885581801	53.3617628602068	51.7942544524018	0.316654964368293	-0.0956	0.3426
P62707	fluxes_kapp_Gecko_GLC_CHEM_mu=0.31_V	gpmA	1.31686104578777	1.4351073090643E-06	1.88983691183208E-06	13.2801939522333	26.7201024483323	0.381094892994249	0.3763	0.2742	0.224	0.4153	0.576	0.485	0.7	36.9	0.529	0.512	240	250	-0.568	0.1	0.787	0.852180075980543	1.24923193465156	1.02766518761663	0.0174483538909068	0.592741935483871	0.718613624838444	0.575244360078646	0.401628187335684	0.390816184274125	0.239497382080219	0.247682557703264	36.9023885581801	53.3617628602068	51.7942544524018	0.316654964368293	-0.0956	0.3426
Q47146	fluxes_kapp_Gecko_GLC_CHEM_mu=0.26_P	fadE	1.32236765414641	0.00000051	6.74407503614671E-07	0.08790236	34.5046041138911	0.340982232254511	0.2571	0.3774	0.1549	0.4427	0.391	0.335	0.605	41.2	0.654	0.57	780	814	0.00602	0.074939	0.772	0.768197874014694	0.916281292102451	0.594378933074299	-0.212810062214521	0.534739454094293	0.5593686803239	0.610477028337446	0.251561536082034	0.42323427376688	0.131155420866212	0.923049846477074	41.1994878662722	58.7727400202988	38.5256009188253	0.211858011438002	-0.0619	0.2645
P69441	fluxes_kapp_Gecko_GAM_BATCH_mu=0.46_S	adk	1.33349223966574	3.27717088364762E-07	4.37008194140261E-07	0.784946299532642	34.0768627963901	0.404575321260042	0.3659	0.372	0.2398	0.293	0.643	0.645	0.793	32.49	0.514	0.52	208	214	-0.38271	0.056075	0.798	0.935466036312949	1.39919568786666	1.49981276923761	0.0892125785717209	0.734597156398104	0.794430812961307	0.56777677336368	0.481434088192072	0.320996125694274	0.287546363037024	0.193471439874843	32.4898259131323	47.1857831370309	57.7388378617532	0.422312117488037	-0.3894	0.5326
P22634	fluxes_kapp_Gecko_XYL_BATCH_mu=0.55_S	murI	1.34330897547004	1.23356613147095E-07	1.65706045624078E-07	0.0076417	27.2972142342575	0.320845066011829	0.3418	0.2574	0.3074	0.2909	0.277	0.155	0.491	52.86	0.451	0.516	277	285	0.186667	0.066667	0.637	0.726509330664131	0.850446889810689	0.852157249851639	-0.343872372109045	0.53405017921147	0.603761909770562	0.709934878949302	0.363223575770794	0.426240081668062	0.287191709330846	1.16789001854214	52.8569070974442	53.5043295072998	30.823488127846	0.126580531911137	-0.1226	0.1823
P17443	fluxes_kapp_Gecko_ACE_BATCH_mu=0.3_S	murG	1.35006657691316	1.5713238678E-07	2.12139183542269E-07	0.00791958	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P17443	fluxes_kapp_Gecko_GLC_CHEM_mu=0.22_P	murG	1.35006657691316	1.15230416972E-07	1.55568734597664E-07	0.005807692	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P17443	fluxes_kapp_Gecko_GLC_CHEM_mu=0.31_P	murG	1.35006657691316	1.62370133006E-07	2.19210489660345E-07	0.008183566	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P17443	fluxes_kapp_Gecko_GLC_CHEM_mu=0.31_V	murG	1.35006657691316	1.62370133006E-07	2.19210489660345E-07	0.008183566	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P17443	fluxes_kapp_Gecko_GLC_CHEM_mu=0.20_S	murG	1.35006657691316	1.0475492452E-07	1.41426122361513E-07	0.00527972	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P17443	fluxes_kapp_Gecko_GLC_CHEM_mu=0.26_P	murG	1.35006657691316	1.36181401876E-07	1.83853959069967E-07	0.006863636	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P17443	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_P	murG	1.35006657691316	1.09992670746E-07	1.48497428479589E-07	0.005543706	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P17443	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_V	murG	1.35006657691316	1.09992670746E-07	1.48497428479589E-07	0.005543706	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P0AB71	fluxes_kapp_Gecko_GLC_CHEM_mu=0.12_S	fbaA	1.36029580842554	1.87747695466821E-05	2.55392403185071E-05	0.796387720799987	36.5926223564574	0.391597536056868	0.3088	0.4316	0.234	0.3033	0.772	0.707	0.833	30.59	0.568	0.513	347	359	-0.223956	0.083565	0.782	0.919390816698319	1.70786709280272	1.62907087277402	0.245001062730648	0.760806916426513	1.00420561650727	0.587988152438318	0.623303945754295	0.382613154633916	0.505738006334861	0.751646424443308	30.5866014673814	45.7087295494462	55.382081338214	0.454225844484736	-0.2892	0.61
P0AAI9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_P	fabD	1.38086547934426	3.24055065952422E-09	4.47476453980327E-09	0.015525888	37.7014327789731	0.355754511603438	0.3292	0.2593	0.264	0.3527	0.456	0.361	0.629	46.1	0.503	0.553	294	309	0.154369	0.061489	0.756	0.780745997425201	1.05273121598427	0.76774016762298	-0.0994854086702311	0.45364238410596	0.499665666112323	0.474637455910481	0.237078660710503	0.308800647287386	0.131846357642935	0.621340141103776	46.0962968545692	61	46.0174075644552	0.184811264547301	-0.0975	0.3179
P0ABD5	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_P	accA	1.38086547934426	1.70100800645124E-07	2.34886323619672E-07	0.015525888	36.5613585580206	0.378375279138169	0.3913	0.2925	0.2402	0.313	0.525	0.461	0.683	39.76	0.477	0.525	306	319	-0.232602	0.062696	0.808	0.813838109796626	1.29060219249464	1.01079693232461	-0.0302919239239647	0.588607594936709	0.578783434602717	0.448459980905479	0.32059000065559	0.317165585295458	0.149001614960403	0.630031868237916	39.7555623682026	60.8874934769157	56.1968398013735	0.308440415781077	-0.1765	0.4421
P0ABD8	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_P	accB	1.38086547934426	1.70100800645124E-07	2.34886323619672E-07	0.015525888	35.6252083428317	0.37629548846603	0.2895	0.3772	0.3206	0.2458	0.508	0.39	0.646	38.39	0.49	0.521	147	156	0.010256	0.038462	0.752	0.737444538188296	1.27065539545413	1.0077427975856	-0.0247862976613089	0.496732026143791	0.552146101541074	0.434536463242843	0.397260628123241	0.394208352642179	0.137977626012903	0.175840783591992	38.391424685932	61	60.1976715014195	0.273757984207523	-0.0902	0.4466
P24182	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_P	accC	1.38086547934426	1.70100800645124E-07	2.34886323619672E-07	0.015525888	31.5233808075474	0.389791328946924	0.2972	0.4639	0.2225	0.2739	0.561	0.494	0.707	39.41	0.576	0.535	434	449	-0.173274	0.066815	0.793	0.811790089943727	1.11304380812475	1.12839513947809	0.0243415334718065	0.58675799086758	0.609695362199491	0.547773014636956	0.307540773266088	0.27254705599701	0.190999738980211	0.666632694852743	39.4117459569354	56.2367228053753	45.0638946189742	0.263602735296084	-0.257	0.4905
P0A9Q5	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_P	accD	1.38086547934426	1.70100800645124E-07	2.34886323619672E-07	0.015525888	28.0039689198026	0.35272113349493	0.3117	0.3203	0.2016	0.3913	0.447	0.407	0.649	45.01	0.575	0.555	285	304	-0.128618	0.052632	0.76	0.758345778731473	0.973004875101961	0.704110534433493	-0.124417985488559	0.514950166112957	0.496160213250615	0.50992572179931	0.254727631995056	0.361772221175476	0.105141285061504	0.67788193368097	45.0110234449323	61	44.1614995211373	0.212118636812769	-0.0744	0.3044
P0A953	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_P	fabB	1.38086547934426	0.000064	8.83753906780328E-05	0.015525888	34.3467340208318	0.380691886147211	0.2955	0.4567	0.1746	0.2749	0.629	0.573	0.757	35.56	0.602	0.567	387	406	0.007882	0.061576	0.786	0.826332742201676	1.48805153805098	1.35693360718022	0.104284101421726	0.5925	0.734701782549971	0.493734097081252	0.447946326824439	0.330116613262527	0.2875118861673	0.56428962302188	35.5617977316701	51.7264338745187	45.6745101465042	0.303244078269663	-0.2806	0.5093
P21151	fluxes_kapp_Gecko_PYR_BATCH_mu=0.4_S	fadA	1.38180220277148	4.65985396785615E-05	6.43899647737705E-05	0.071176	26.5110184539254	0.344908570410252	0.3219	0.3281	0.1633	0.3821	0.399	0.298	0.591	39.06	0.582	0.579	364	387	0.131008	0.041344	0.783	0.806154614388519	0.98072954821704	0.692815444648114	-0.202846661140436	0.516971279373368	0.593623370882328	0.60528753514313	0.258950307662901	0.373765206395513	0.165846564368128	1.43758197098022	39.064033442057	58.5709986272201	35.9887302869022	0.279555521437407	-0.125	0.2837
P22188	fluxes_kapp_Gecko_GLC_CHEM_mu=0.26_P	murE	1.38732993789657	2.81612652009825E-07	3.90689663023679E-07	0.006863636	38.4280235683913	0.345687235029449	0.3012	0.306	0.2202	0.3939	0.384	0.272	0.574	42.94	0.563	0.566	476	495	-0.046061	0.056566	0.764	0.782306167803409	0.813721079399331	0.537516996851625	-0.239594316668154	0.57201646090535	0.510778241921792	0.627706784121699	0.2177282584361	0.405063020725652	0.111487404310301	0.896022474957179	42.937848086947	61	38.7548170354291	0.188710896656622	-0.0271	0.2591
P62707	fluxes_kapp_Gecko_GLC_CHEM_mu=0.36_P	gpmA	1.39822320587063	1.60809278415102E-06	2.24847264799306E-06	15.800386094	26.7201024483323	0.381094892994249	0.3763	0.2742	0.224	0.4153	0.576	0.485	0.7	36.9	0.529	0.512	240	250	-0.568	0.1	0.787	0.852180075980543	1.24923193465156	1.02766518761663	0.0174483538909068	0.592741935483871	0.718613624838444	0.575244360078646	0.401628187335684	0.390816184274125	0.239497382080219	0.247682557703264	36.9023885581801	53.3617628602068	51.7942544524018	0.316654964368293	-0.0956	0.3426
P04079	fluxes_kapp_Gecko_PYR_BATCH_mu=0.4_S	guaA	1.40439098062593	0.0000066	9.26898047213115E-06	0.0486456	27.4059166614589	0.376333109062544	0.3017	0.4228	0.2157	0.3085	0.585	0.523	0.719	38.23	0.578	0.542	502	525	-0.096381	0.085714	0.79	0.818981317816724	1.20446198246284	1.3611677561214	0.051480969139954	0.55859375	0.637659660826494	0.529414518773461	0.330046849001242	0.242473308317043	0.185865475582642	0.533052589075984	38.2295466983992	55.6182499835685	45.7806691450345	0.273218787842629	-0.2134	0.4571
P22634	fluxes_kapp_Gecko_GLC_BATCH_mu=0.58_S	murI	1.41658037413205	1.23356613147095E-07	1.74744557203574E-07	0.00805852	27.2972142342575	0.320845066011829	0.3418	0.2574	0.3074	0.2909	0.277	0.155	0.491	52.86	0.451	0.516	277	285	0.186667	0.066667	0.637	0.726509330664131	0.850446889810689	0.852157249851639	-0.343872372109045	0.53405017921147	0.603761909770562	0.709934878949302	0.363223575770794	0.426240081668062	0.287191709330846	1.16789001854214	52.8569070974442	53.5043295072998	30.823488127846	0.126580531911137	-0.1226	0.1823
P17443	fluxes_kapp_Gecko_GLC_CHEM_mu=0.12_S	murG	1.42507027563056	5.9544904464E-08	8.48556734169078E-08	0.003167832	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
Q47146	fluxes_kapp_Gecko_GLYC_BATCH_mu=0.47_S	fadE	1.4258728146599	0.00000045	6.41642766596954E-07	0.0836318	34.5046041138911	0.340982232254511	0.2571	0.3774	0.1549	0.4427	0.391	0.335	0.605	41.2	0.654	0.57	780	814	0.00602	0.074939	0.772	0.768197874014694	0.916281292102451	0.594378933074299	-0.212810062214521	0.534739454094293	0.5593686803239	0.610477028337446	0.251561536082034	0.42323427376688	0.131155420866212	0.923049846477074	41.1994878662722	58.7727400202988	38.5256009188253	0.211858011438002	-0.0619	0.2645
P69441	fluxes_kapp_Gecko_GLYC_BATCH_mu=0.47_S	adk	1.42637818343408	3.13036392971901E-07	4.46508281556017E-07	0.802010161783924	34.0768627963901	0.404575321260042	0.3659	0.372	0.2398	0.293	0.643	0.645	0.793	32.49	0.514	0.52	208	214	-0.38271	0.056075	0.798	0.935466036312949	1.39919568786666	1.49981276923761	0.0892125785717209	0.734597156398104	0.794430812961307	0.56777677336368	0.481434088192072	0.320996125694274	0.287546363037024	0.193471439874843	32.4898259131323	47.1857831370309	57.7388378617532	0.422312117488037	-0.3894	0.5326
P22188	fluxes_kapp_Gecko_GLC_CHEM_mu=0.35_S	murE	1.44162490172788	1.92008626370335E-07	2.7680441712204E-07	0.0048629	38.4280235683913	0.345687235029449	0.3012	0.306	0.2202	0.3939	0.384	0.272	0.574	42.94	0.563	0.566	476	495	-0.046061	0.056566	0.764	0.782306167803409	0.813721079399331	0.537516996851625	-0.239594316668154	0.57201646090535	0.510778241921792	0.627706784121699	0.2177282584361	0.405063020725652	0.111487404310301	0.896022474957179	42.937848086947	61	38.7548170354291	0.188710896656622	-0.0271	0.2591
